    v1     v2     v3     v4  Label
-0.7161 -1.0060 0.7790 0.8640 2.0000
-0.8693 -1.3026 0.6708 0.3724 3.0000
0.8394 -0.3448 0.0472 0.3092 1.0000
0.7980 -0.6833 0.9358 -0.4330 1.0000
0.8349 -0.2755 0.8998 0.4788 1.0000
-0.2757 -1.0439 0.4600 0.1758 3.0000
0.3285 -0.8996 0.1064 -0.3051 1.0000
-0.9520 -1.7635 0.2582 -0.6026 1.0000
0.7314 -0.4422 0.6071 0.2264 1.0000
-0.9265 -1.2304 0.6070 0.6204 2.0000
0.2251 -0.8713 0.0256 -0.0978 1.0000
-0.1936 -1.0807 0.2683 -0.0226 3.0000
0.7610 -0.6077 0.0336 -0.2044 1.0000
-0.2960 -1.1462 0.7095 -0.0380 3.0000
-0.8560 -1.3454 0.1947 0.2533 2.0000
-0.3614 -1.1047 0.2166 0.1488 3.0000
-0.0902 -0.8420 0.6043 0.3998 3.0000
0.8841 -0.0349 0.1398 0.9797 2.0000
-0.4858 -1.1822 0.9040 0.1351 3.0000
0.0671 -0.6963 0.9691 0.5300 2.0000
-0.2175 -1.4593 0.0996 -0.8835 1.0000
-0.2949 -1.0915 0.5435 0.0896 3.0000
-0.6326 -1.0982 0.3594 0.5328 2.0000
-0.0354 -0.7591 0.0418 0.5212 2.0000
-0.0400 -0.9125 0.3156 0.1654 3.0000
0.9689 -0.1046 0.1537 0.7000 2.0000
-0.5913 -1.2162 0.3881 0.1982 3.0000
-0.4867 -1.5879 0.5177 -0.8210 1.0000
-0.2385 -1.3144 0.7999 -0.5130 1.0000
0.4661 -0.5525 0.7096 0.3268 1.0000
-0.8910 -1.4741 0.9799 -0.0028 2.0000
-0.4938 -1.1700 0.5046 0.1748 3.0000
-0.3724 -1.0150 0.6658 0.3755 2.0000
0.1596 -0.6978 0.9515 0.4005 2.0000
0.2400 -1.1528 0.3994 -0.7821 1.0000
0.4657 -0.5633 0.0093 0.3019 1.0000
0.7133 -0.8000 0.1956 -0.5934 1.0000
-0.3270 -1.4479 0.8989 -0.7076 1.0000
0.1131 -0.8911 0.3569 0.0077 3.0000
-0.0049 -1.3355 0.5385 -0.8804 1.0000
-0.2597 -1.0733 0.2149 0.0847 3.0000
0.6299 -0.4361 0.7769 0.3788 2.0000
-0.3568 -0.8124 0.1904 0.8323 2.0000
-0.1760 -0.9235 0.4816 0.3243 1.0000
0.4386 -0.7119 0.7601 -0.0121 1.0000
-0.8925 -1.4881 0.8023 -0.0338 1.0000
0.8853 -0.2137 0.1506 0.5563 2.0000
0.5460 -0.4766 0.6873 0.3973 1.0000
0.0319 -0.5861 0.8245 0.8377 2.0000
-0.2711 -0.9134 0.9737 0.4773 3.0000
0.3981 -0.7919 0.8514 -0.1457 1.0000
-0.4877 -1.5214 0.4053 -0.6626 1.0000
0.5853 -0.4076 0.4073 0.5065 2.0000
-0.0590 -1.2269 0.9470 -0.5506 1.0000
-0.8869 -1.7432 0.0661 -0.6432 1.0000
-0.3491 -1.5648 0.9514 -0.9534 1.0000
-0.8657 -1.5068 0.2581 -0.1144 1.0000
-0.4729 -1.2837 0.3983 -0.1219 3.0000
-0.8555 -1.6074 0.1980 -0.3656 1.0000
-0.4978 -1.1922 0.7567 0.1277 3.0000
0.0172 -0.9033 0.7669 0.1093 1.0000
0.0863 -0.6711 0.1095 0.5633 2.0000
0.0554 -0.9527 0.8753 -0.0592 1.0000
0.2735 -1.1514 0.2778 -0.8246 1.0000
-0.1073 -1.1187 0.1586 -0.2296 3.0000
0.5556 -0.5489 0.6318 0.2135 1.0000
-0.0163 -0.9892 0.3382 -0.0479 3.0000
0.5127 -0.8372 0.1866 -0.4083 1.0000
-0.3055 -1.4061 0.3215 -0.6382 1.0000
0.1999 -0.7524 0.0073 0.2170 2.0000
0.4613 -0.5636 0.0850 0.3072 1.0000
-0.4562 -1.3270 0.7045 -0.2468 3.0000
-0.1516 -0.7335 0.5239 0.7394 2.0000
-0.2228 -1.1188 0.7408 -0.0728 3.0000
-0.9182 -1.4103 0.0672 0.1848 2.0000
-0.2400 -1.0607 0.3674 0.0876 3.0000
-0.7810 -1.7103 0.2772 -0.7098 1.0000
0.2180 -0.9014 0.0102 -0.1592 3.0000
-0.0826 -0.7810 0.8822 0.5336 2.0000
-0.9827 -1.1157 0.7580 0.9674 2.0000
-0.4293 -1.0747 0.5368 0.3118 3.0000
-0.4068 -1.3050 0.4154 -0.2621 3.0000
0.9486 -0.1823 0.4134 0.5444 1.0000
0.2437 -0.8627 0.4688 -0.1029 1.0000
0.0173 -0.6534 0.5398 0.6989 2.0000
0.8154 -0.5762 0.5032 -0.2042 1.0000
-0.7983 -1.1830 0.5427 0.5580 2.0000
0.2123 -1.0911 0.8590 -0.5990 1.0000
0.2547 -1.0705 0.2547 -0.6080 1.0000
-0.8680 -1.2502 0.7914 0.4943 2.0000
0.7042 -0.1614 0.2763 0.9258 2.0000
-0.3167 -1.3309 0.0680 -0.4457 1.0000
-0.5777 -1.2650 0.6847 0.0646 3.0000
0.0853 -0.7275 0.4854 0.4314 2.0000
-0.2373 -0.9619 0.2624 0.3170 1.0000
-0.2320 -0.9653 0.7490 0.3018 2.0000
-0.2374 -1.3396 0.6558 -0.5739 1.0000
-0.0898 -1.0444 0.1094 -0.0782 3.0000
-0.9437 -1.6205 0.4651 -0.2767 2.0000
0.9196 -0.7610 0.6972 -0.7817 1.0000
0.1834 -1.2731 0.9574 -0.9892 1.0000
0.7641 -0.2440 0.4033 0.6495 1.0000
0.5539 -0.4470 0.6716 0.4563 1.0000
0.2937 -0.5223 0.7280 0.6323 2.0000
-0.1585 -0.6325 0.2504 0.9872 2.0000
0.9500 -0.7907 0.0494 -0.8932 1.0000
-0.8514 -1.5520 0.4819 -0.2405 2.0000
0.6077 -0.5216 0.5026 0.2070 1.0000
-0.4092 -1.2029 0.8558 -0.0178 3.0000
0.9235 -0.5509 0.7925 -0.2914 1.0000
-0.7233 -1.5685 0.7233 -0.4535 1.0000
-0.5934 -1.4962 0.3111 -0.4596 3.0000
0.9719 -0.1204 0.9360 0.6587 1.0000
0.5983 -0.3318 0.2448 0.6679 1.0000
-0.4151 -1.2382 0.8444 -0.0932 3.0000
-0.9038 -1.0768 0.8875 0.9521 2.0000
0.0382 -0.5512 0.6860 0.9116 2.0000
-0.6899 -1.2716 0.8226 0.2016 2.0000
0.5641 -0.4132 0.9529 0.5220 2.0000
0.9809 -0.5195 0.6988 -0.2951 1.0000
-0.3970 -1.0490 0.8563 0.3285 3.0000
-0.4094 -1.3983 0.2989 -0.4786 1.0000
-0.2068 -0.9486 0.3136 0.3070 2.0000
0.2159 -1.2227 0.5645 -0.9145 1.0000
0.3921 -1.0776 0.7798 -0.8117 1.0000
-0.2363 -0.8591 0.9938 0.5583 3.0000
-0.4651 -1.2418 0.7725 -0.0337 3.0000
-0.5211 -1.0388 0.1312 0.5214 2.0000
-0.2357 -0.6721 0.8576 0.9987 2.0000
-0.6120 -1.1690 0.8647 0.3379 2.0000
0.5605 -0.3383 0.3807 0.7038 2.0000
0.3595 -0.7099 0.4798 0.1003 1.0000
-0.9530 -1.5748 0.5455 -0.1561 1.0000
0.5318 -0.7833 0.8263 -0.3072 1.0000
-0.8908 -1.4392 0.7133 0.0792 2.0000
0.9968 -0.7840 0.9150 -0.9410 1.0000
0.8853 -0.5224 0.8686 -0.1720 1.0000
0.6394 -0.9317 0.7536 -0.8037 1.0000
0.5749 -0.6142 0.0119 0.0333 1.0000
0.3909 -0.5069 0.0682 0.5366 2.0000
-0.7435 -1.3715 0.5430 0.0388 2.0000
0.5440 -0.3929 0.8527 0.5976 1.0000
-0.0225 -1.0523 0.9016 -0.1884 1.0000
-0.5833 -1.5875 0.6348 -0.6886 1.0000
-0.1046 -0.9206 0.5065 0.2340 2.0000
-0.9346 -1.8762 0.7404 -0.8922 1.0000
-0.3183 -0.7924 0.3782 0.8271 2.0000
-0.7063 -1.0161 0.0748 0.8268 2.0000
-0.0839 -1.0905 0.1451 -0.1949 3.0000
0.8742 -0.1142 0.0302 0.8060 2.0000
-0.2167 -1.1258 0.9203 -0.0976 3.0000
-0.8882 -1.7071 0.4083 -0.5563 1.0000
0.3274 -0.3534 0.1186 0.9850 2.0000
-0.2383 -1.3037 0.4902 -0.4880 1.0000
0.2680 -0.6930 0.4605 0.2646 1.0000
0.5642 -0.3576 0.5238 0.6533 2.0000
0.1841 -0.7450 0.4292 0.2561 2.0000
-0.9903 -1.5711 0.7058 -0.0966 2.0000
-0.6227 -1.5022 0.0032 -0.4340 1.0000
0.1524 -0.9948 0.1583 -0.2903 1.0000
0.1243 -0.9425 0.0710 -0.1288 1.0000
0.9898 0.0127 0.9168 0.9484 2.0000
-0.9652 -1.4085 0.8576 0.2530 3.0000
-0.3977 -1.5925 0.3746 -0.9528 1.0000
0.2887 -0.7530 0.3008 0.0949 3.0000
0.3285 -0.8619 0.2023 -0.2161 1.0000
-0.6011 -1.2284 0.9717 0.1829 3.0000
0.1751 -0.7535 0.2348 0.2480 3.0000
0.2176 -0.4630 0.5864 0.8757 2.0000
-0.2812 -1.1650 0.4761 -0.1024 3.0000
-0.1186 -0.7751 0.1741 0.5964 3.0000
0.3411 -0.9151 0.6868 -0.3590 1.0000
0.1606 -0.9559 0.7643 -0.2098 1.0000
0.6123 -1.0120 0.0250 -0.9562 1.0000
-0.8679 -1.2435 0.7169 0.5100 2.0000
-0.4209 -1.5327 0.1668 -0.7800 1.0000
0.3402 -0.4319 0.9416 0.7826 2.0000
0.6963 -0.9741 0.2296 -0.9810 1.0000
-0.8700 -1.3949 0.6500 0.1556 3.0000
-0.3340 -1.1965 0.1975 -0.1051 3.0000
-0.1374 -1.0949 0.8286 -0.1327 3.0000
-0.8256 -1.2990 0.4666 0.3215 3.0000
0.2299 -1.2056 0.0546 -0.8931 1.0000
-0.1048 -0.8694 0.9399 0.3551 2.0000
-0.1108 -1.1454 0.6282 -0.2878 3.0000
0.1289 -0.7727 0.2205 0.2655 2.0000
0.8389 -0.1621 0.4452 0.7411 1.0000
-0.7431 -1.5133 0.0305 -0.2963 1.0000
0.9882 -0.2708 0.5315 0.2817 1.0000
0.1462 -0.7646 0.9383 0.2611 2.0000
-0.5651 -1.3867 0.9253 -0.2396 1.0000
0.1350 -0.9368 0.7014 -0.1299 3.0000
-0.3461 -1.3405 0.6141 -0.4283 1.0000
-0.0596 -0.8548 0.3401 0.3282 2.0000
-0.6387 -1.2921 0.9358 0.0836 3.0000
0.0798 -0.6917 0.0109 0.5235 3.0000
0.8791 -0.0634 0.3730 0.9193 2.0000
-0.5266 -1.4047 0.9215 -0.3344 1.0000
-0.3810 -1.5996 0.0413 -0.9922 1.0000
0.6554 -0.7057 0.6567 -0.2922 1.0000
0.3332 -0.4796 0.0660 0.6795 2.0000
-0.2820 -1.0648 0.9282 0.1350 3.0000
0.9550 -0.7536 0.8924 -0.8124 1.0000
0.9245 -0.3642 0.5516 0.1478 1.0000
0.5511 -0.7788 0.6896 -0.3227 1.0000
0.0221 -1.0375 0.8914 -0.2140 1.0000
0.8503 -0.2416 0.3087 0.5379 1.0000
0.4544 -0.4480 0.1452 0.5893 1.0000
-0.9040 -1.3548 0.3683 0.2964 2.0000
-0.6195 -1.4883 0.2113 -0.4052 1.0000
-0.4689 -1.2831 0.4109 -0.1258 3.0000
0.4924 -1.0649 0.4310 -0.9180 1.0000
0.9676 -0.6022 0.0374 -0.4722 1.0000
0.0785 -0.4996 0.9792 0.9785 2.0000
-0.3304 -1.2262 0.8534 -0.1799 3.0000
0.5089 -0.7285 0.8191 -0.1466 1.0000
-0.9763 -1.4540 0.6927 0.1607 2.0000
0.5857 -0.9260 0.1278 -0.7172 1.0000
-0.2353 -1.0585 0.4331 0.0865 3.0000
-0.6364 -1.4187 0.5524 -0.2183 3.0000
0.1373 -0.9532 0.4827 -0.1717 1.0000
0.3276 -0.7565 0.0696 0.0337 1.0000
0.9144 -0.4114 0.0961 0.0502 1.0000
0.2367 -0.4351 0.1802 0.9156 2.0000
-0.5756 -1.3061 0.1639 -0.0352 3.0000
-0.3368 -1.4430 0.8084 -0.6827 1.0000
-0.0985 -0.8797 0.5772 0.3222 2.0000
-0.7466 -0.9766 0.8782 0.9748 2.0000
-0.3801 -1.5164 0.4371 -0.7972 1.0000
0.4949 -0.3629 0.8256 0.7349 2.0000
-0.9825 -1.2567 0.8753 0.6346 2.0000
-0.0213 -1.0684 0.1563 -0.2279 1.0000
0.1478 -1.1159 0.4384 -0.5697 1.0000
0.0114 -1.2312 0.6676 -0.6565 1.0000
-0.8288 -1.5010 0.9479 -0.1508 1.0000
-0.0793 -0.7540 0.3552 0.5928 2.0000
-0.5413 -1.3542 0.1309 -0.1952 3.0000
0.5416 -0.4974 0.0234 0.3540 1.0000
-0.1074 -1.1650 0.9355 -0.3386 1.0000
-0.0092 -1.2878 0.1848 -0.7621 1.0000
0.0901 -1.2344 0.7313 -0.7709 1.0000
0.3631 -0.3278 0.8268 0.9970 2.0000
0.8990 -0.6470 0.1827 -0.4847 1.0000
0.0535 -0.8398 0.5513 0.2098 3.0000
-0.8480 -1.4310 0.5141 0.0404 2.0000
-0.3978 -1.5920 0.1102 -0.9516 1.0000
-0.2615 -1.4987 0.7845 -0.9166 1.0000
-0.1677 -1.0239 0.8462 0.0761 3.0000
-0.4353 -1.1857 0.4136 0.0582 3.0000
0.2833 -0.5759 0.7486 0.5200 2.0000
-0.8998 -1.2182 0.1486 0.6129 2.0000
0.8779 -0.3871 0.7856 0.1572 1.0000
0.8743 -0.6220 0.7668 -0.3922 1.0000
0.3807 -1.1615 0.4744 -0.9941 1.0000
-0.5370 -0.8887 0.3565 0.8973 2.0000
-0.5059 -1.3404 0.3407 -0.2109 3.0000
0.7179 -0.9142 0.5754 -0.8691 1.0000
-0.4642 -1.1007 0.7070 0.2980 3.0000
0.4688 -0.4968 0.7336 0.4545 2.0000
0.6800 -0.3630 0.7306 0.4832 1.0000
0.1173 -1.0146 0.7180 -0.2893 3.0000
-0.0148 -0.9937 0.1353 -0.0604 3.0000
-0.5666 -1.2865 0.1205 -0.0011 3.0000
-0.1342 -1.0882 0.1001 -0.1211 3.0000
0.6973 -0.1699 0.8818 0.9152 2.0000
0.3735 -0.5467 0.7286 0.4662 2.0000
-0.8885 -1.2832 0.7590 0.4443 2.0000
-0.8768 -1.0739 0.9657 0.9222 2.0000
-0.7493 -1.7653 0.5073 -0.8826 1.0000
0.8219 -0.8683 0.2153 -0.9020 1.0000
0.9810 -0.7574 0.1322 -0.8566 1.0000
-0.3280 -1.1391 0.0777 0.0222 3.0000
0.8086 -0.1671 0.8948 0.7703 2.0000
0.5498 -0.7595 0.3043 -0.2755 1.0000
-0.8658 -1.7116 0.2586 -0.5974 1.0000
0.1967 -0.4921 0.0173 0.8355 2.0000
-0.1046 -0.9211 0.4748 0.2329 2.0000
-0.2998 -0.9819 0.6259 0.3547 3.0000
0.6260 -0.6481 0.5366 -0.1162 1.0000
-0.9255 -1.6240 0.8544 -0.3096 1.0000
-0.3775 -1.4077 0.9670 -0.5441 1.0000
0.2238 -1.1684 0.7423 -0.7969 1.0000
0.4200 -0.5258 0.2000 0.4525 2.0000
-0.4414 -1.1059 0.7872 0.2546 3.0000
0.4080 -0.4106 0.2771 0.7406 2.0000
-1.0778 -1.6030 0.9858 -0.0530 3.0000
0.8721 -0.3597 0.2464 0.2298 1.0000
0.8959 -0.1660 0.7137 0.6545 2.0000
0.7659 -0.3356 0.0656 0.4309 2.0000
-0.4873 -1.0343 0.8649 0.4861 3.0000
-0.5064 -1.1450 0.6811 0.2507 2.0000
-0.6142 -1.6990 0.1121 -0.9098 1.0000
-0.3726 -1.2837 0.5336 -0.2583 3.0000
-0.2365 -1.2873 0.9897 -0.4517 3.0000
-0.7340 -1.7484 0.2062 -0.8634 1.0000
0.7881 -0.4522 0.0775 0.1257 1.0000
0.7475 -0.4057 0.4834 0.2907 1.0000
-0.4209 -1.0702 0.7560 0.3112 3.0000
0.8154 -0.8615 0.9201 -0.8771 1.0000
-0.6739 -1.3715 0.0198 -0.0559 1.0000
-0.1236 -0.6519 0.7037 0.8938 2.0000
0.4812 -0.7137 0.7089 -0.0740 1.0000
0.0195 -1.0460 0.6852 -0.2305 1.0000
0.9624 -0.1157 0.1179 0.6826 1.0000
-0.4813 -1.5486 0.2394 -0.7357 1.0000
0.9467 -0.1646 0.0588 0.5886 1.0000
-0.2528 -1.1116 0.2168 -0.0151 3.0000
0.9796 -0.1608 0.2705 0.5528 1.0000
0.8980 -0.7768 0.1037 -0.7897 1.0000
-0.1403 -1.3390 0.2427 -0.7047 1.0000
0.0380 -0.7350 0.7712 0.4782 2.0000
0.6702 -0.2949 0.2574 0.6571 2.0000
0.2480 -0.8116 0.7226 0.0118 1.0000
0.7997 -0.2782 0.3176 0.5204 1.0000
-0.1173 -1.2942 0.3512 -0.6302 1.0000
0.9751 -0.1433 0.4823 0.6003 2.0000
-0.0907 -1.0917 0.7831 -0.1886 1.0000
-0.2872 -0.9703 0.0799 0.3650 3.0000
0.3971 -0.6376 0.2946 0.2199 1.0000
0.7650 -0.1184 0.9116 0.9446 2.0000
0.7744 -0.2601 0.1151 0.5975 2.0000
0.3954 -0.4759 0.3878 0.6035 2.0000
0.8093 -0.4223 0.0679 0.1673 1.0000
0.7061 -0.2367 0.0307 0.7455 2.0000
-0.4610 -1.0299 0.7773 0.4607 2.0000
0.7901 -0.1640 0.2977 0.8029 2.0000
0.3871 -0.5101 0.4542 0.5342 2.0000
0.0788 -0.9621 0.4137 -0.1131 1.0000
0.0969 -1.0511 0.7572 -0.3478 3.0000
0.1273 -1.2009 0.4646 -0.7425 1.0000
-0.6122 -1.6553 0.1327 -0.8094 1.0000
-0.1665 -1.4508 0.1905 -0.9328 1.0000
0.0001 -0.9909 0.4245 -0.0742 3.0000
0.1324 -0.6045 0.1005 0.6579 2.0000
-0.2260 -1.0427 0.3976 0.1110 3.0000
-0.5654 -1.1152 0.9510 0.4014 3.0000
0.6405 -0.2682 0.4096 0.7605 2.0000
-0.2787 -0.8244 0.9779 0.6978 2.0000
0.6884 -0.5031 0.8724 0.1410 1.0000
-0.9402 -1.5861 0.9929 -0.2002 2.0000
0.7906 -0.8071 0.0312 -0.7152 1.0000
0.8955 -0.7570 0.6699 -0.7396 1.0000
0.9894 -0.1535 0.7077 0.5569 1.0000
0.6169 -0.2669 0.2373 0.7956 2.0000
-0.3393 -1.0242 0.7290 0.3087 2.0000
0.4886 -0.9852 0.6251 -0.7248 1.0000
0.8783 -0.3748 0.2243 0.1856 1.0000
-0.1874 -0.9436 0.2117 0.2923 3.0000
0.1517 -0.5703 0.3984 0.7122 2.0000
0.2254 -1.1612 0.6423 -0.7822 1.0000
-0.8422 -1.1126 0.0160 0.7839 2.0000
-0.8828 -1.2601 0.1303 0.4910 2.0000
-0.9478 -1.8685 0.2683 -0.8561 1.0000
0.1296 -0.9338 0.6255 -0.1153 1.0000
-0.8736 -1.3768 0.6520 0.2031 2.0000
0.9492 -0.8184 0.1964 -0.9575 1.0000
0.6917 -0.7150 0.1004 -0.3633 1.0000
0.0170 -0.8807 0.5076 0.1629 2.0000
-0.3840 -1.0069 0.7851 0.4102 3.0000
0.8900 -0.5877 0.7530 -0.3326 1.0000
0.4820 -0.4858 0.1872 0.4625 2.0000
0.5159 -0.6470 0.4373 0.0362 1.0000
0.7850 -0.7630 0.9115 -0.6033 1.0000
-0.2540 -0.6931 0.8111 0.9740 2.0000
-0.9323 -1.6850 0.6608 -0.4443 1.0000
0.1092 -0.6970 0.1378 0.4709 2.0000
0.6806 -0.3569 0.2321 0.4967 1.0000
-0.4612 -1.0983 0.8191 0.2996 2.0000
0.0396 -0.9992 0.3005 -0.1475 1.0000
0.6800 -0.2836 0.5182 0.6705 2.0000
-0.2644 -1.1304 0.2074 -0.0437 3.0000
0.4960 -1.0181 0.1243 -0.8124 1.0000
-0.6218 -1.7191 0.7085 -0.9469 1.0000
0.7217 -0.3393 0.6686 0.4825 2.0000
-0.3998 -1.5695 0.0040 -0.8956 1.0000
0.6635 -0.3163 0.2866 0.6159 2.0000
-0.1016 -0.8939 0.5616 0.2930 3.0000
-0.7716 -1.4244 0.5814 -0.0478 1.0000
-0.4819 -1.2605 0.5528 -0.0548 3.0000
0.1857 -0.7325 0.1951 0.2833 2.0000
-0.3840 -1.2544 0.6976 -0.1737 3.0000
0.7594 -0.7735 0.5752 -0.5934 1.0000
0.0903 -0.6896 0.4835 0.5142 2.0000
-0.5374 -1.4346 0.0270 -0.3904 1.0000
-0.5129 -1.1289 0.2677 0.2976 3.0000
-0.0967 -1.0592 0.2522 -0.1038 3.0000
-0.0682 -0.8760 0.1614 0.2899 1.0000
0.7336 -0.3299 0.4573 0.4884 1.0000
0.8334 -0.2519 0.0025 0.5367 2.0000
-0.7036 -1.3613 0.1145 0.0086 3.0000
-0.3250 -1.1620 0.1087 -0.0358 3.0000
0.4461 -1.0455 0.4992 -0.8094 1.0000
-0.0608 -0.8607 0.5032 0.3160 2.0000
-0.4629 -1.3665 0.0441 -0.3310 1.0000
-0.5325 -1.3493 0.3108 -0.1958 1.0000
0.8188 -0.1741 0.9896 0.7402 1.0000
-0.4749 -1.1037 0.9854 0.3055 2.0000
0.8160 -0.2729 0.0134 0.5106 2.0000
-0.9779 -1.8494 0.7166 -0.7702 1.0000
-0.7410 -1.1995 0.9677 0.4411 2.0000
-0.5031 -1.2454 0.9918 0.0094 3.0000
-0.8173 -1.0388 0.0019 0.9240 2.0000
0.8080 -0.5126 0.0205 -0.0440 1.0000
0.9471 -0.1381 0.0693 0.6505 2.0000
-0.3449 -1.0024 0.8850 0.3677 3.0000
-0.3181 -0.8726 0.1980 0.6377 2.0000
0.5804 -0.4276 0.0796 0.4660 2.0000
0.4802 -1.0028 0.4165 -0.7550 1.0000
0.6361 -0.5206 0.4994 0.1711 1.0000
-0.0013 -0.6941 0.1432 0.6280 2.0000
0.1882 -0.6790 0.2200 0.4060 2.0000
0.9533 -0.2609 0.9838 0.3525 1.0000
0.8724 -0.1924 0.6125 0.6240 2.0000
-0.9230 -1.1119 0.5592 0.8953 2.0000
-0.4430 -1.2002 0.6959 0.0344 3.0000
-0.7918 -1.5340 0.0590 -0.2789 1.0000
-0.2140 -1.0789 0.6301 0.0092 3.0000
0.6831 -0.3541 0.9742 0.4999 1.0000
-0.6427 -1.1227 0.4612 0.4887 2.0000
0.0695 -1.2872 0.3532 -0.8674 1.0000
-0.3963 -1.1480 0.9533 0.0940 3.0000
-0.0301 -1.1796 0.5102 -0.4783 1.0000
-0.9365 -1.6213 0.2805 -0.2882 1.0000
-0.6749 -1.2980 0.1898 0.1189 2.0000
0.3783 -0.3512 0.3538 0.9210 2.0000
-0.2137 -1.1754 0.4359 -0.2188 3.0000
0.6798 -0.9729 0.8444 -0.9557 1.0000
0.2896 -0.6015 0.0878 0.4511 1.0000
0.0659 -0.7776 0.1730 0.3397 2.0000
-0.4685 -1.1207 0.9691 0.2566 3.0000
0.5972 -0.2446 0.9755 0.8749 2.0000
-0.0154 -1.2774 0.9672 -0.7290 1.0000
-0.6235 -1.3034 0.9768 0.0362 1.0000
-0.2420 -1.1474 0.1068 -0.1144 3.0000
-0.4144 -1.2998 0.2194 -0.2396 3.0000
0.4640 -0.9252 0.5210 -0.5498 1.0000
-0.4971 -1.4207 0.9686 -0.4122 1.0000
-0.2693 -0.9875 0.8820 0.3002 3.0000
-0.2948 -1.1578 0.7236 -0.0672 3.0000
-0.5316 -1.3242 0.3421 -0.1375 3.0000
-0.8558 -1.1553 0.4904 0.7016 2.0000
-0.0147 -1.3494 0.0250 -0.8999 1.0000
0.5661 -0.2435 0.6753 0.9199 2.0000
0.6597 -0.3750 0.7846 0.4824 1.0000
-0.7571 -1.3030 0.9513 0.2188 2.0000
-0.3381 -1.2323 0.2081 -0.1840 3.0000
0.4302 -0.5763 0.2114 0.3195 1.0000
-0.6398 -1.5563 0.1602 -0.5383 1.0000
0.3758 -1.1276 0.2605 -0.9074 1.0000
-0.4991 -0.9967 0.2152 0.5908 2.0000
-0.7779 -1.2491 0.3578 0.3743 2.0000
0.1653 -0.4742 0.5349 0.9204 2.0000
0.0797 -1.2690 0.0605 -0.8385 1.0000
-0.6190 -1.2633 0.6625 0.1247 1.0000
-0.8355 -1.3847 0.6473 0.1327 3.0000
-0.0047 -0.9582 0.4578 0.0096 1.0000
-0.6637 -1.7581 0.3788 -0.9819 1.0000
0.1171 -0.8568 0.9825 0.0833 1.0000
0.3856 -0.9733 0.6541 -0.5567 1.0000
-0.9229 -1.5900 0.7188 -0.2330 1.0000
0.0171 -0.8275 0.9134 0.2884 1.0000
-0.1831 -0.7343 0.4920 0.7804 2.0000
0.8166 -0.1825 0.3820 0.7232 1.0000
0.1623 -1.0045 0.3478 -0.3266 1.0000
-0.2997 -1.3752 0.8453 -0.5734 1.0000
-0.4054 -1.1505 0.2314 0.1006 3.0000
-0.3603 -1.2128 0.2936 -0.1077 3.0000
-0.5146 -1.1097 0.8468 0.3452 3.0000
-0.0044 -1.0509 0.2598 -0.2097 3.0000
0.5825 -0.7043 0.9377 -0.1897 1.0000
0.6742 -0.8510 0.5768 -0.6605 1.0000
-0.9747 -1.4002 0.8135 0.2853 2.0000
-0.5397 -1.3269 0.3596 -0.1330 3.0000
-0.4947 -1.2122 0.8835 0.0763 3.0000
-0.6658 -1.3746 0.5142 -0.0742 2.0000
-0.0790 -1.0731 0.5792 -0.1605 3.0000
-0.3370 -1.2623 0.7531 -0.2562 3.0000
-0.7199 -1.4844 0.0735 -0.2598 3.0000
-0.6451 -1.3567 0.6068 -0.0600 2.0000
-0.4657 -1.1575 0.6008 0.1661 3.0000
0.2652 -0.9129 0.5997 -0.2506 1.0000
-0.6057 -1.1715 0.2523 0.3234 3.0000
0.0271 -1.0342 0.0815 -0.2131 3.0000
-0.1995 -1.4749 0.5911 -0.9446 1.0000
-0.6807 -1.6901 0.3628 -0.7982 1.0000
0.3485 -0.6569 0.2879 0.2403 1.0000
-0.4612 -1.1373 0.7573 0.2077 3.0000
0.2895 -0.6462 0.7148 0.3458 2.0000
-0.8216 -1.4353 0.7740 -0.0055 1.0000
-0.4007 -0.8317 0.8793 0.8464 2.0000
0.1538 -1.1306 0.1880 -0.6127 1.0000
-0.2268 -0.9499 0.9566 0.3312 3.0000
-0.3723 -1.4849 0.1684 -0.7333 1.0000
-0.2885 -1.2153 0.2721 -0.2113 3.0000
-0.0005 -0.8685 0.0678 0.2154 2.0000
-0.3963 -1.0846 0.5614 0.2437 3.0000
0.0795 -0.8492 0.4224 0.1523 3.0000
0.2116 -0.6795 0.5438 0.3731 1.0000
0.6774 -0.6861 0.3246 -0.2758 1.0000
0.0292 -0.7639 0.0812 0.4219 1.0000
-0.1893 -0.8536 0.9180 0.5073 2.0000
-0.8986 -1.2724 0.7461 0.4833 2.0000
-0.2046 -1.0626 0.1604 0.0349 3.0000
-0.1414 -1.3878 0.2075 -0.8182 1.0000
-0.2622 -0.9768 0.0746 0.3157 3.0000
-0.6784 -0.9495 0.9767 0.9461 2.0000
-0.8772 -1.5204 0.4503 -0.1310 1.0000
-0.5832 -1.3582 0.1676 -0.1478 3.0000
-0.7556 -1.3306 0.0492 0.1517 2.0000
0.6518 -0.3460 0.3900 0.5615 1.0000
-0.5246 -1.0324 0.1777 0.5412 3.0000
0.9469 -0.1433 0.5333 0.6385 2.0000
-0.4519 -1.5221 0.8901 -0.7131 1.0000
0.2120 -0.8627 0.4373 -0.0597 3.0000
-0.9552 -1.5891 0.1060 -0.1869 1.0000
0.6594 -0.5608 0.0376 0.0443 1.0000
-0.0253 -0.9213 0.2297 0.1245 1.0000
-0.1042 -0.9670 0.8296 0.1240 3.0000
